# Boucot et al. 2022 Phanerozoic Köppen-Geiger — tutorial subset @ 410 Ma
# Provenance: representative tutorial reconstruction of the published surface;
# replace with the authoritative HydroShare download for real work.
plate_id,lat,lon,koppen_class
101,-67,60,ET
101,-67,66,ET
101,-67,72,ET
101,-67,78,ET
101,-67,84,ET
101,-67,90,ET
101,-67,96,ET
101,-67,102,ET
101,-67,108,ET
101,-67,114,ET
101,-67,120,ET
101,-67,126,ET
101,-67,132,ET
201,-61,-138,ET
201,-61,-132,ET
201,-61,-126,ET
201,-61,-120,ET
201,-61,-114,ET
201,-61,-108,ET
201,-61,-102,ET
201,-61,-96,ET
201,-61,-90,ET
201,-61,-84,ET
201,-61,-78,ET
201,-61,-72,ET
201,-61,-66,ET
201,-61,-60,ET
201,-61,-54,ET
201,-61,-48,ET
201,-61,-42,ET
201,-61,-36,ET
201,-61,-30,ET
201,-61,-24,ET
201,-61,-18,ET
201,-61,-12,ET
201,-61,-6,ET
201,-61,0,ET
101,-61,6,ET
101,-61,12,ET
101,-61,18,ET
101,-61,24,ET
101,-61,30,ET
101,-61,36,ET
101,-61,42,ET
101,-61,48,ET
101,-61,54,ET
101,-61,60,ET
101,-61,66,ET
101,-61,72,ET
101,-61,78,ET
101,-61,84,ET
101,-61,90,ET
101,-61,96,ET
101,-61,102,ET
101,-61,108,ET
101,-61,114,ET
101,-61,120,ET
101,-61,126,ET
101,-61,132,ET
101,-61,138,ET
201,-55,-138,ET
201,-55,-132,ET
201,-55,-126,ET
201,-55,-120,ET
201,-55,-114,ET
201,-55,-108,ET
201,-55,-102,ET
201,-55,-96,ET
201,-55,-90,ET
201,-55,-84,ET
201,-55,-78,ET
201,-55,-72,ET
201,-55,-66,ET
201,-55,-60,ET
201,-55,-54,ET
201,-55,-48,ET
201,-55,-42,ET
201,-55,-36,ET
201,-55,-30,ET
201,-55,-24,ET
201,-55,-18,ET
201,-55,-12,ET
201,-55,-6,ET
201,-55,0,ET
101,-55,6,ET
101,-55,12,ET
101,-55,18,ET
101,-55,24,ET
101,-55,30,ET
101,-55,36,ET
101,-55,42,ET
101,-55,48,ET
101,-55,54,ET
101,-55,60,ET
101,-55,66,ET
101,-55,72,ET
101,-55,78,ET
101,-55,84,ET
101,-55,90,ET
101,-55,96,ET
101,-55,102,ET
101,-55,108,ET
101,-55,114,ET
101,-55,120,ET
101,-55,126,ET
101,-55,132,ET
101,-55,138,ET
201,-49,-144,Dfb
201,-49,-138,Dfb
201,-49,-132,Dfb
201,-49,-126,Dfb
201,-49,-120,Dfb
201,-49,-114,Dfb
201,-49,-108,Dfb
201,-49,-102,Dfb
201,-49,-96,Dfb
201,-49,-90,Dfb
201,-49,-84,Dfb
201,-49,-78,Dfb
201,-49,-72,Dfb
201,-49,-66,Dfb
201,-49,-60,Dfb
201,-49,-54,Dfb
201,-49,-48,Dfb
201,-49,-42,Dfb
201,-49,-36,Dfb
201,-49,-30,Dfb
201,-49,-24,Dfb
201,-49,-18,Dfb
201,-49,-12,Dfb
201,-49,-6,Dfb
201,-49,0,Dfb
101,-49,6,Dfb
101,-49,12,Dfb
101,-49,18,Dfb
101,-49,24,Dfb
101,-49,30,Dfb
101,-49,36,Dfb
101,-49,42,Dfb
101,-49,48,Dfb
101,-49,54,Dfb
101,-49,60,Dfb
101,-49,66,Dfb
101,-49,72,Dfb
101,-49,78,Dfb
101,-49,84,Dfb
101,-49,90,Dfb
101,-49,96,Dfb
101,-49,102,Dfb
101,-49,108,Dfb
101,-49,114,Dfb
101,-49,120,Dfb
101,-49,126,Dfb
101,-49,132,Dfb
101,-49,138,Dfb
101,-49,144,Dfb
201,-43,-144,Dfb
201,-43,-138,Dfb
201,-43,-132,Dfb
201,-43,-126,Dfb
201,-43,-120,Dfb
201,-43,-114,Dfb
201,-43,-108,Dfb
201,-43,-102,Dfb
201,-43,-96,Dfb
201,-43,-90,Dfb
201,-43,-84,Dfb
201,-43,-78,Dfb
201,-43,-72,Dfb
201,-43,-66,Dfb
201,-43,-60,Dfb
201,-43,-54,Dfb
201,-43,-48,Dfb
201,-43,-42,Dfb
201,-43,-36,Dfb
201,-43,-30,Dfb
201,-43,-24,Dfb
201,-43,-18,Dfb
201,-43,-12,Dfb
201,-43,-6,Dfb
201,-43,0,Dfb
101,-43,6,Dfb
101,-43,12,Dfb
101,-43,18,Dfb
101,-43,24,Dfb
101,-43,30,Dfb
101,-43,36,Dfb
101,-43,42,Dfb
101,-43,48,Dfb
101,-43,54,Dfb
101,-43,60,Dfb
101,-43,66,Dfb
101,-43,72,Dfb
101,-43,78,Dfb
101,-43,84,Dfb
101,-43,90,Dfb
101,-43,96,Dfb
101,-43,102,Dfb
101,-43,108,Dfb
101,-43,114,Dfb
101,-43,120,Dfb
101,-43,126,Dfb
101,-43,132,Dfb
101,-43,138,Dfb
101,-43,144,Dfb
201,-37,-150,Cfb
201,-37,-144,Cfb
201,-37,-138,Cfb
201,-37,-132,Cfb
201,-37,-126,Cfb
201,-37,-120,Cfb
201,-37,-114,Cfb
201,-37,-108,Cfb
201,-37,-102,Cfb
201,-37,-96,Cfb
201,-37,-90,Cfb
201,-37,-84,Cfb
201,-37,-78,Cfb
201,-37,-72,Cfb
201,-37,-66,Cfb
201,-37,-60,Cfb
201,-37,-54,Cfb
201,-37,-48,Cfb
201,-37,-42,Cfb
201,-37,-36,Cfb
201,-37,-30,Cfb
201,-37,-24,Cfb
201,-37,-18,Cfb
201,-37,-12,Cfb
201,-37,-6,Cfb
201,-37,0,Cfb
101,-37,6,Cfb
101,-37,12,Cfb
101,-37,18,Cfb
101,-37,24,Cfb
101,-37,30,Cfb
101,-37,36,Cfb
101,-37,42,Cfb
101,-37,48,Cfb
101,-37,54,Cfb
101,-37,60,Cfb
101,-37,66,Cfb
101,-37,72,Cfb
101,-37,78,Cfb
101,-37,84,Cfb
101,-37,90,Cfb
101,-37,96,Cfb
101,-37,102,Cfb
101,-37,108,Cfb
101,-37,114,Cfb
101,-37,120,Cfb
101,-37,126,Cfb
101,-37,132,Cfb
101,-37,138,Cfb
101,-37,144,Cfb
101,-37,150,Cfb
201,-31,-150,Cfa
201,-31,-144,Cfa
201,-31,-138,Cfa
201,-31,-132,Cfa
201,-31,-126,Cfa
201,-31,-120,Cfa
201,-31,-114,Cfa
201,-31,-108,Cfa
201,-31,-102,Cfa
201,-31,-96,Cfa
201,-31,-90,Cfa
201,-31,-84,Cfa
201,-31,-78,Cfa
201,-31,-72,Cfa
201,-31,-66,Cfa
201,-31,-60,Cfa
201,-31,-54,Cfa
201,-31,-48,Cfa
201,-31,-42,Cfa
201,-31,-36,Cfa
201,-31,-30,Cfa
201,-31,-24,Cfa
201,-31,-18,Cfa
201,-31,-12,Cfa
201,-31,-6,Cfa
201,-31,0,Cfa
101,-31,6,Cfa
101,-31,12,Cfa
101,-31,18,Cfa
101,-31,24,Cfa
101,-31,30,Cfa
101,-31,36,Cfa
101,-31,42,Cfa
101,-31,48,Cfa
101,-31,54,Cfa
101,-31,60,Cfa
101,-31,66,Cfa
101,-31,72,Cfa
101,-31,78,Cfa
101,-31,84,Cfa
101,-31,90,Cfa
101,-31,96,Cfa
101,-31,102,Cfa
101,-31,108,Cfa
101,-31,114,Cfa
101,-31,120,Cfa
101,-31,126,Cfa
101,-31,132,Cfa
101,-31,138,Cfa
101,-31,144,Cfa
101,-31,150,Cfa
201,-25,-150,Cfa
201,-25,-144,Cfa
201,-25,-138,Cfa
201,-25,-132,Cfa
201,-25,-126,Cfa
201,-25,-120,Cfa
201,-25,-114,Cfa
201,-25,-108,Cfa
201,-25,-102,Cfa
201,-25,-96,Cfa
201,-25,-90,Cfa
201,-25,-84,Cfa
201,-25,-78,Cfa
201,-25,-72,Cfa
201,-25,-66,Cfa
201,-25,-60,Cfa
201,-25,-54,Cfa
201,-25,-48,Cfa
201,-25,-42,Cfa
201,-25,-36,Cfa
201,-25,-30,Cfa
201,-25,-24,Cfa
201,-25,-18,Cfa
201,-25,-12,Cfa
201,-25,-6,Cfa
201,-25,0,Cfa
101,-25,6,Cfa
101,-25,12,Cfa
101,-25,18,Cfa
101,-25,24,Cfa
101,-25,30,Cfa
101,-25,36,Cfa
101,-25,42,Cfa
101,-25,48,Cfa
101,-25,54,Cfa
101,-25,60,Cfa
101,-25,66,Cfa
101,-25,72,Cfa
101,-25,78,Cfa
101,-25,84,Cfa
101,-25,90,Cfa
101,-25,96,Cfa
101,-25,102,Cfa
101,-25,108,Cfa
101,-25,114,Cfa
101,-25,120,Cfa
101,-25,126,Cfa
101,-25,132,Cfa
101,-25,138,Cfa
101,-25,144,Cfa
101,-25,150,Cfa
201,-19,-156,BSh
201,-19,-150,BSh
201,-19,-144,BSh
201,-19,-138,BSh
201,-19,-132,BSh
201,-19,-126,BSh
201,-19,-120,BSh
201,-19,-114,BSh
201,-19,-108,BSh
201,-19,-102,BSh
201,-19,-96,BSh
201,-19,-90,BSh
201,-19,-84,BSh
201,-19,-78,BSh
201,-19,-72,BSh
201,-19,-66,BSh
201,-19,-60,BSh
201,-19,-54,BSh
201,-19,-48,BSh
201,-19,-42,BSh
201,-19,-36,BSh
201,-19,-30,BSh
201,-19,-24,BSh
201,-19,-18,BSh
201,-19,-12,BSh
201,-19,-6,BSh
201,-19,0,BSh
101,-19,6,BSh
101,-19,12,BSh
101,-19,18,BSh
101,-19,24,BSh
101,-19,30,BSh
101,-19,36,BSh
101,-19,42,BSh
101,-19,48,BSh
101,-19,54,BSh
101,-19,60,BSh
101,-19,66,BSh
101,-19,72,BSh
101,-19,78,BSh
101,-19,84,BSh
101,-19,90,BSh
101,-19,96,BSh
101,-19,102,BSh
101,-19,108,BSh
101,-19,114,BSh
101,-19,120,BSh
101,-19,126,BSh
101,-19,132,BSh
101,-19,138,BSh
101,-19,144,BSh
101,-19,150,BSh
101,-19,156,BSh
201,-13,-156,Aw
201,-13,-150,Aw
201,-13,-144,Aw
201,-13,-138,Aw
201,-13,-132,Aw
201,-13,-126,Aw
201,-13,-120,Aw
201,-13,-114,Aw
201,-13,-108,Aw
201,-13,-102,Aw
201,-13,-96,Aw
201,-13,-90,Aw
201,-13,-84,Aw
201,-13,-78,Aw
201,-13,-72,Aw
201,-13,-66,Aw
201,-13,-60,Aw
201,-13,-54,Aw
201,-13,-48,Aw
201,-13,-42,Aw
201,-13,-36,Aw
201,-13,-30,Aw
201,-13,-24,Aw
201,-13,-18,Aw
201,-13,-12,Aw
201,-13,-6,Aw
201,-13,0,Aw
101,-13,6,Aw
101,-13,12,Aw
101,-13,18,Aw
101,-13,24,Aw
101,-13,30,Aw
101,-13,36,Aw
101,-13,42,Aw
101,-13,48,Aw
101,-13,54,Aw
101,-13,60,Aw
101,-13,66,Aw
101,-13,72,Aw
101,-13,78,Aw
101,-13,84,Aw
101,-13,90,Aw
101,-13,96,Aw
101,-13,102,Aw
101,-13,108,Aw
101,-13,114,Aw
101,-13,120,Aw
101,-13,126,Aw
101,-13,132,Aw
101,-13,138,Aw
101,-13,144,Aw
101,-13,150,Aw
101,-13,156,Aw
201,-7,-162,Am
201,-7,-156,Am
201,-7,-150,Am
201,-7,-144,Am
201,-7,-138,Am
201,-7,-132,Am
201,-7,-126,Am
201,-7,-120,Am
201,-7,-114,Am
201,-7,-108,Am
201,-7,-102,Am
201,-7,-96,Am
201,-7,-90,Am
201,-7,-84,Am
201,-7,-78,Am
201,-7,-72,Am
201,-7,-66,Am
201,-7,-60,Am
201,-7,-54,Am
201,-7,-48,Am
201,-7,-42,Am
201,-7,-36,Am
201,-7,-30,Am
201,-7,-24,Am
201,-7,-18,Am
201,-7,-12,Am
201,-7,-6,Am
201,-7,0,Am
101,-7,6,Am
101,-7,12,Am
101,-7,18,Am
101,-7,24,Am
101,-7,30,Am
101,-7,36,Am
101,-7,42,Am
101,-7,48,Am
101,-7,54,Am
101,-7,60,Am
101,-7,66,Am
101,-7,72,Am
101,-7,78,Am
101,-7,84,Am
101,-7,90,Am
101,-7,96,Am
101,-7,102,Am
101,-7,108,Am
101,-7,114,Am
101,-7,120,Am
101,-7,126,Am
101,-7,132,Am
101,-7,138,Am
101,-7,144,Am
101,-7,150,Am
101,-7,156,Am
101,-7,162,Am
201,-1,-168,Af
201,-1,-162,Af
201,-1,-156,Af
201,-1,-150,Af
201,-1,-144,Af
201,-1,-138,Af
201,-1,-132,Af
201,-1,-126,Af
201,-1,-120,Af
201,-1,-114,Af
201,-1,-108,Af
201,-1,-102,Af
201,-1,-96,Af
201,-1,-90,Af
201,-1,-84,Af
201,-1,-78,Af
201,-1,-72,Af
201,-1,-66,Af
201,-1,-60,Af
201,-1,-54,Af
201,-1,-48,Af
201,-1,-42,Af
201,-1,-36,Af
201,-1,-30,Af
201,-1,-24,Af
201,-1,-18,Af
201,-1,-12,Af
201,-1,-6,Af
201,-1,0,Af
101,-1,6,Af
101,-1,12,Af
101,-1,18,Af
101,-1,24,Af
101,-1,30,Af
101,-1,36,Af
101,-1,42,Af
101,-1,48,Af
101,-1,54,Af
101,-1,60,Af
101,-1,66,Af
101,-1,72,Af
101,-1,78,Af
101,-1,84,Af
101,-1,90,Af
101,-1,96,Af
101,-1,102,Af
101,-1,108,Af
101,-1,114,Af
101,-1,120,Af
101,-1,126,Af
101,-1,132,Af
101,-1,138,Af
101,-1,144,Af
101,-1,150,Af
101,-1,156,Af
101,-1,162,Af
101,-1,168,Af
201,5,-168,Am
201,5,-162,Am
201,5,-156,Am
201,5,-150,Am
201,5,-144,Am
201,5,-138,Am
201,5,-132,Am
201,5,-126,Am
201,5,-120,Am
201,5,-114,Am
201,5,-108,Am
201,5,-102,Am
201,5,-96,Am
201,5,-90,Am
201,5,-84,Am
201,5,-78,Am
201,5,-72,Am
201,5,-66,Am
201,5,-60,Am
201,5,-54,Am
201,5,-48,Am
201,5,-42,Am
201,5,-36,Am
201,5,-30,Am
201,5,-24,Am
201,5,-18,Am
201,5,-12,Am
201,5,-6,Am
201,5,0,Am
101,5,6,Am
101,5,12,Am
101,5,18,Am
101,5,24,Am
101,5,30,Am
101,5,36,Am
101,5,42,Am
101,5,48,Am
101,5,54,Am
101,5,60,Am
101,5,66,Am
101,5,72,Am
101,5,78,Am
101,5,84,Am
101,5,90,Am
101,5,96,Am
101,5,102,Am
101,5,108,Am
101,5,114,Am
101,5,120,Am
101,5,126,Am
101,5,132,Am
101,5,138,Am
101,5,144,Am
101,5,150,Am
101,5,156,Am
101,5,162,Am
101,5,168,Am
201,11,-174,Aw
201,11,-168,Aw
201,11,-162,Aw
201,11,-156,Aw
201,11,-150,Aw
201,11,-144,Aw
201,11,-138,Aw
201,11,-132,Aw
201,11,-126,Aw
201,11,-120,Aw
201,11,-114,Aw
201,11,-108,Aw
201,11,-102,Aw
201,11,-96,Aw
201,11,-90,Aw
201,11,-84,Aw
201,11,-78,Aw
201,11,-72,Aw
201,11,-66,Aw
201,11,-60,Aw
201,11,-54,Aw
201,11,-48,Aw
201,11,-42,Aw
201,11,-36,Aw
201,11,-30,Aw
201,11,-24,Aw
201,11,-18,Aw
201,11,-12,Aw
201,11,-6,Aw
201,11,0,Aw
101,11,6,Aw
101,11,12,Aw
101,11,18,Aw
101,11,24,Aw
101,11,30,Aw
101,11,36,Aw
101,11,42,Aw
101,11,48,Aw
101,11,54,Aw
101,11,60,Aw
101,11,66,Aw
101,11,72,Aw
101,11,78,Aw
101,11,84,Aw
101,11,90,Aw
101,11,96,Aw
101,11,102,Aw
101,11,108,Aw
101,11,114,Aw
101,11,120,Aw
101,11,126,Aw
101,11,132,Aw
101,11,138,Aw
101,11,144,Aw
101,11,150,Aw
101,11,156,Aw
101,11,162,Aw
101,11,168,Aw
101,11,174,Aw
201,17,-174,BSh
201,17,-168,BSh
201,17,-162,BSh
201,17,-156,BSh
201,17,-150,BSh
201,17,-144,BSh
201,17,-138,BSh
201,17,-132,BSh
201,17,-126,BSh
201,17,-120,BSh
201,17,-114,BSh
201,17,-108,BSh
201,17,-102,BSh
201,17,-96,BSh
201,17,-90,BSh
201,17,-84,BSh
201,17,-78,BSh
201,17,-72,BSh
201,17,-66,BSh
201,17,-60,BSh
201,17,-54,BSh
201,17,-48,BSh
201,17,-42,BSh
201,17,-36,BSh
201,17,-30,BSh
201,17,-24,BSh
201,17,-18,BSh
201,17,-12,BSh
201,17,-6,BSh
201,17,0,BSh
101,17,6,BSh
101,17,12,BSh
101,17,18,BSh
101,17,24,BSh
101,17,30,BSh
101,17,36,BSh
101,17,42,BSh
101,17,48,BSh
101,17,54,BSh
101,17,60,BSh
101,17,66,BSh
101,17,72,BSh
101,17,78,BSh
101,17,84,BSh
101,17,90,BSh
101,17,96,BSh
101,17,102,BSh
101,17,108,BSh
101,17,114,BSh
101,17,120,BSh
101,17,126,BSh
101,17,132,BSh
101,17,138,BSh
101,17,144,BSh
101,17,150,BSh
101,17,156,BSh
101,17,162,BSh
101,17,168,BSh
101,17,174,BSh
201,23,-174,Cfa
201,23,-168,Cfa
201,23,-162,Cfa
201,23,-156,Cfa
201,23,-150,Cfa
201,23,-144,Cfa
201,23,-138,Cfa
201,23,-132,Cfa
201,23,-126,Cfa
201,23,-120,Cfa
201,23,-114,Cfa
201,23,-108,Cfa
201,23,-102,Cfa
201,23,-96,Cfa
201,23,-90,Cfa
201,23,-84,Cfa
201,23,-78,Cfa
201,23,-72,Cfa
201,23,-66,Cfa
201,23,-60,Cfa
201,23,-54,Cfa
201,23,-48,Cfa
201,23,-42,Cfa
201,23,-36,Cfa
201,23,-30,Cfa
201,23,-24,Cfa
201,23,-18,Cfa
201,23,-12,Cfa
201,23,-6,Cfa
201,23,0,Cfa
101,23,6,Cfa
101,23,12,Cfa
101,23,18,Cfa
101,23,24,Cfa
101,23,30,Cfa
101,23,36,Cfa
101,23,42,Cfa
101,23,48,Cfa
101,23,54,Cfa
101,23,60,Cfa
101,23,66,Cfa
101,23,72,Cfa
101,23,78,Cfa
101,23,84,Cfa
101,23,90,Cfa
101,23,96,Cfa
101,23,102,Cfa
101,23,108,Cfa
101,23,114,Cfa
101,23,120,Cfa
101,23,126,Cfa
101,23,132,Cfa
101,23,138,Cfa
101,23,144,Cfa
101,23,150,Cfa
101,23,156,Cfa
101,23,162,Cfa
101,23,168,Cfa
101,23,174,Cfa
201,29,-180,Cfa
201,29,-174,Cfa
201,29,-168,Cfa
201,29,-162,Cfa
201,29,-156,Cfa
201,29,-150,Cfa
201,29,-144,Cfa
201,29,-138,Cfa
201,29,-132,Cfa
201,29,-126,Cfa
201,29,-120,Cfa
201,29,-114,Cfa
201,29,-108,Cfa
201,29,-102,Cfa
201,29,-96,Cfa
201,29,-90,Cfa
201,29,-84,Cfa
201,29,-78,Cfa
201,29,-72,Cfa
201,29,-66,Cfa
201,29,-60,Cfa
201,29,-54,Cfa
201,29,-48,Cfa
201,29,-42,Cfa
201,29,-36,Cfa
201,29,-30,Cfa
201,29,-24,Cfa
201,29,-18,Cfa
201,29,-12,Cfa
201,29,-6,Cfa
201,29,0,Cfa
101,29,6,Cfa
101,29,12,Cfa
101,29,18,Cfa
101,29,24,Cfa
101,29,30,Cfa
101,29,36,Cfa
101,29,42,Cfa
101,29,48,Cfa
101,29,54,Cfa
101,29,60,Cfa
101,29,66,Cfa
101,29,72,Cfa
101,29,78,Cfa
101,29,84,Cfa
101,29,90,Cfa
101,29,96,Cfa
101,29,102,Cfa
101,29,108,Cfa
101,29,114,Cfa
101,29,120,Cfa
101,29,126,Cfa
101,29,132,Cfa
101,29,138,Cfa
101,29,144,Cfa
101,29,150,Cfa
101,29,156,Cfa
101,29,162,Cfa
101,29,168,Cfa
101,29,174,Cfa
101,29,180,Cfa
201,35,-180,Cfb
201,35,-174,Cfb
201,35,-168,Cfb
201,35,-162,Cfb
201,35,-156,Cfb
201,35,-150,Cfb
201,35,-144,Cfb
201,35,-138,Cfb
201,35,-132,Cfb
201,35,-126,Cfb
201,35,-120,Cfb
201,35,-114,Cfb
201,35,-108,Cfb
201,35,-102,Cfb
201,35,-96,Cfb
201,35,-90,Cfb
201,35,-84,Cfb
201,35,-78,Cfb
201,35,-72,Cfb
201,35,-66,Cfb
201,35,-60,Cfb
201,35,-54,Cfb
201,35,-48,Cfb
201,35,-42,Cfb
201,35,-36,Cfb
201,35,-30,Cfb
201,35,-24,Cfb
201,35,-18,Cfb
201,35,-12,Cfb
201,35,-6,Cfb
201,35,0,Cfb
101,35,6,Cfb
101,35,12,Cfb
101,35,18,Cfb
101,35,24,Cfb
101,35,30,Cfb
101,35,36,Cfb
101,35,42,Cfb
101,35,48,Cfb
101,35,54,Cfb
101,35,60,Cfb
101,35,66,Cfb
101,35,72,Cfb
101,35,78,Cfb
101,35,84,Cfb
101,35,90,Cfb
101,35,96,Cfb
101,35,102,Cfb
101,35,108,Cfb
101,35,114,Cfb
101,35,120,Cfb
101,35,126,Cfb
101,35,132,Cfb
101,35,138,Cfb
101,35,144,Cfb
101,35,150,Cfb
101,35,156,Cfb
101,35,162,Cfb
101,35,168,Cfb
101,35,174,Cfb
101,35,180,Cfb
201,41,-180,Cfb
201,41,-174,Cfb
201,41,-168,Cfb
201,41,-162,Cfb
201,41,-156,Cfb
201,41,-150,Cfb
201,41,-144,Cfb
201,41,-138,Cfb
201,41,-132,Cfb
201,41,-126,Cfb
201,41,-120,Cfb
201,41,-114,Cfb
201,41,-108,Cfb
201,41,-102,Cfb
201,41,-96,Cfb
201,41,-90,Cfb
201,41,-84,Cfb
201,41,-78,Cfb
201,41,-72,Cfb
201,41,-66,Cfb
201,41,-60,Cfb
201,41,-54,Cfb
201,41,-48,Cfb
201,41,-42,Cfb
201,41,-36,Cfb
201,41,-30,Cfb
201,41,-24,Cfb
201,41,-18,Cfb
201,41,-12,Cfb
201,41,-6,Cfb
201,41,0,Cfb
101,41,6,Cfb
101,41,12,Cfb
101,41,18,Cfb
101,41,24,Cfb
101,41,30,Cfb
101,41,36,Cfb
101,41,42,Cfb
101,41,48,Cfb
101,41,54,Cfb
101,41,60,Cfb
101,41,66,Cfb
101,41,72,Cfb
101,41,78,Cfb
101,41,84,Cfb
101,41,90,Cfb
101,41,96,Cfb
101,41,102,Cfb
101,41,108,Cfb
101,41,114,Cfb
101,41,120,Cfb
101,41,126,Cfb
101,41,132,Cfb
101,41,138,Cfb
101,41,144,Cfb
101,41,150,Cfb
101,41,156,Cfb
101,41,162,Cfb
101,41,168,Cfb
101,41,174,Cfb
101,41,180,Cfb
201,47,-180,Dfb
201,47,-174,Dfb
201,47,-168,Dfb
201,47,-162,Dfb
201,47,-156,Dfb
201,47,-150,Dfb
201,47,-144,Dfb
201,47,-138,Dfb
201,47,-132,Dfb
201,47,-126,Dfb
201,47,-120,Dfb
201,47,-114,Dfb
201,47,-108,Dfb
201,47,-102,Dfb
201,47,-96,Dfb
201,47,-90,Dfb
201,47,-84,Dfb
201,47,-78,Dfb
201,47,-72,Dfb
201,47,-66,Dfb
201,47,-60,Dfb
201,47,-54,Dfb
201,47,-48,Dfb
201,47,-42,Dfb
201,47,-36,Dfb
201,47,-30,Dfb
201,47,-24,Dfb
201,47,-18,Dfb
201,47,-12,Dfb
201,47,-6,Dfb
201,47,0,Dfb
101,47,6,Dfb
101,47,12,Dfb
101,47,18,Dfb
101,47,24,Dfb
101,47,30,Dfb
101,47,36,Dfb
101,47,42,Dfb
101,47,48,Dfb
101,47,54,Dfb
101,47,60,Dfb
101,47,66,Dfb
101,47,72,Dfb
101,47,78,Dfb
101,47,84,Dfb
101,47,90,Dfb
101,47,96,Dfb
101,47,102,Dfb
101,47,108,Dfb
101,47,114,Dfb
101,47,120,Dfb
101,47,126,Dfb
101,47,132,Dfb
101,47,138,Dfb
101,47,144,Dfb
101,47,150,Dfb
101,47,156,Dfb
101,47,162,Dfb
101,47,168,Dfb
101,47,174,Dfb
101,47,180,Dfb
201,53,-180,ET
201,53,-174,ET
201,53,-168,ET
201,53,-162,ET
201,53,-156,ET
201,53,-150,ET
201,53,-144,ET
201,53,-138,ET
201,53,-132,ET
201,53,-126,ET
201,53,-120,ET
201,53,-114,ET
201,53,-108,ET
201,53,-102,ET
201,53,-96,ET
201,53,-90,ET
