Age_Ma,Lat,Lon,Tecto_Prov
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
2.08,44.0,-111.0,Extended Crust
27.5,21.8297,-101.0867,Orogen
27.5,21.8128,-101.0864,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
11.0,43.0,-115.0,Orogen
0.0020165,53.93369,-168.04257,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.9301,-168.03532,Continental Margin
0.0020165,53.93358,-168.03036,Continental Margin
0.0020165,53.93358,-168.03036,Continental Margin
0.0020165,53.93358,-168.03036,Continental Margin
0.0020165,53.93158,-168.03839,Continental Margin
0.0020165,53.93158,-168.03839,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93158,-168.03839,Continental Margin
0.0020165,53.93158,-168.03839,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.9328,-168.03177,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
0.0020165,53.93158,-168.03839,Continental Margin
0.0020165,53.93358,-168.03036,Continental Margin
0.0020165,53.93247,-168.03113,Continental Margin
148.55,23.1374,-102.8845,Orogen
0.0179075,19.6183,-101.4748,Continental Arc
0.0179075,19.6227,-101.4626,Continental Arc
0.0179075,19.5841,-101.5076,Continental Arc
0.0179075,19.5916,-101.5069,Continental Arc
0.0179075,19.5853,-101.4778,Continental Arc
0.0179075,19.593,-101.4959,Continental Arc
0.0179075,19.6274,-101.4921,Continental Arc
0.0179075,19.5876,-101.4799,Continental Arc
0.0179075,19.6163,-101.4695,Continental Arc
0.0179075,19.5949,-101.4628,Continental Arc
0.0179075,19.6161,-101.4708,Continental Arc
0.0179075,19.6109,-101.4986,Continental Arc
0.0179075,19.6741,-101.3979,Continental Arc
0.0179075,19.6832,-101.404,Continental Arc
0.0179075,19.6731,-101.4279,Continental Arc
0.0179075,19.6706,-101.4288,Continental Arc
0.0179075,19.6694,-101.4008,Continental Arc
0.0179075,19.6821,-101.4123,Continental Arc
0.0179075,19.5913,-101.5069,Continental Arc
0.0179075,19.6301,-101.4709,Continental Arc
0.0179075,19.6652,-101.4293,Continental Arc
0.0179075,19.6148,-101.5132,Continental Arc
0.0179075,19.6321,-101.4915,Continental Arc
0.0179075,19.7665,-101.6784,Continental Arc
0.0179075,19.7518,-101.6635,Continental Arc
0.0179075,19.7782,-101.6586,Continental Arc
0.0179075,19.7916,-101.6605,Continental Arc
0.0179075,19.7885,-101.6862,Continental Arc
0.0179075,19.7397,-101.6539,Continental Arc
0.0179075,19.8023,-101.6719,Continental Arc
0.0179075,19.7851,-101.6947,Continental Arc
0.0179075,19.7955,-101.6861,Continental Arc
0.0179075,19.8077,-101.6983,Continental Arc
0.0179075,19.7721,-101.6711,Continental Arc
0.0179075,19.7446,-101.6797,Continental Arc
0.0179075,19.7466,-101.6603,Continental Arc
0.0179075,19.7343,-101.6763,Continental Arc
0.0179075,19.741,-101.6594,Continental Arc
0.0179075,19.7553,-101.6708,Continental Arc
0.0179075,19.7579,-101.6461,Continental Arc
0.0179075,19.7481,-101.6378,Continental Arc
0.0179075,19.7455,-101.6799,Continental Arc
0.0179075,19.7413,-101.7964,Continental Arc
0.0179075,19.7473,-101.7887,Continental Arc
0.0179075,19.7473,-101.7891,Continental Arc
0.0179075,19.75,-101.7836,Continental Arc
0.0179075,19.7538,-101.6813,Continental Arc
0.0179075,19.7542,-101.6795,Continental Arc
0.0179075,19.7339,-101.6877,Continental Arc
0.0179075,19.6999,-101.6881,Continental Arc
0.0179075,19.7742,-101.708,Continental Arc
0.0179075,19.776,-101.6897,Continental Arc
0.0179075,19.8219,-101.7116,Continental Arc
0.0179075,19.752,-101.6989,Continental Arc
0.0179075,19.7097,-101.6064,Continental Arc
0.0179075,19.7018,-101.5982,Continental Arc
0.0179075,19.7112,-101.6411,Continental Arc
0.0179075,19.7253,-101.7329,Continental Arc
0.0179075,19.7586,-101.7772,Continental Arc
0.0179075,19.7592,-101.7126,Continental Arc
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
165.0,27.5,-114.5,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
0.127,36.0,-106.0,Orogen
16.5,43.9883,-119.1369,Orogen
16.5,44.315,-119.3169,Orogen
16.5,43.9714,-119.4956,Orogen
16.5,45.0139,-118.889,Orogen
16.5,43.8681,-117.9664,Extended Crust
16.5,44.0068,-118.1636,Extended Crust
16.5,44.0317,-119.2303,Orogen
16.5,44.1514,-119.2764,Orogen
16.5,44.0008,-119.2763,Orogen
16.5,44.733,-119.6359,Orogen
16.5,44.5275,-119.6342,Orogen
105.0,62.3255,-143.067,Continental Arc
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
1.26,36.0,-106.0,Orogen
18.75,39.1693,-118.2256,Extended Crust
18.75,39.3945,-118.3038,Extended Crust
18.75,39.73,-119.2761,Extended Crust
18.75,39.7256,-119.2832,Extended Crust
18.75,39.7246,-119.2828,Extended Crust
18.75,39.7262,-119.2841,Extended Crust
18.75,39.7678,-118.9828,Extended Crust
18.75,39.7678,-118.9828,Extended Crust
18.75,39.5787,-119.7008,Extended Crust
18.75,39.5583,-119.7028,Extended Crust
18.75,39.3935,-119.6068,Extended Crust
18.75,39.4858,-120.04683,Extended Crust
18.75,39.7698,-120.4627,Continental Arc
18.75,39.2188,-120.3289,Continental Arc
18.75,39.3425,-120.3508,Continental Arc
18.75,39.25,-120.7917,Continental Arc
18.75,39.5058,-120.8292,Continental Arc
0.027845,19.6183,-101.4748,Continental Arc
0.027845,19.6227,-101.4626,Continental Arc
0.027845,19.5841,-101.5076,Continental Arc
0.027845,19.5916,-101.5069,Continental Arc
0.027845,19.5853,-101.4778,Continental Arc
0.027845,19.593,-101.4959,Continental Arc
0.027845,19.6274,-101.4921,Continental Arc
0.027845,19.5876,-101.4799,Continental Arc
0.027845,19.6163,-101.4695,Continental Arc
0.027845,19.5949,-101.4628,Continental Arc
0.027845,19.6161,-101.4708,Continental Arc
0.027845,19.6109,-101.4986,Continental Arc
0.027845,19.5685,-101.5001,Continental Arc
42.0,24.434,-104.456,Orogen
28.0,24.434,-104.456,Orogen
51.5,24.434,-104.456,Orogen
16.45,44.4,-116.7,Orogen
16.45,44.4,-116.7,Orogen
30.9,22.0957,-101.5235,Orogen
30.9,22.0954,-101.5235,Orogen
30.9,22.0922,-101.4621,Orogen
30.9,22.1151,-101.5524,Orogen
30.9,22.1145,-101.5334,Orogen
30.9,22.0552,-101.5151,Orogen
30.9,22.0944,-101.5233,Orogen
31.15,22.1234,-101.5604,Orogen
31.15,22.0951,-101.5103,Orogen
31.15,22.0955,-101.463,Orogen
31.15,22.1046,-101.5624,Orogen
31.15,22.0901,-101.5803,Orogen
31.15,22.0544,-101.5139,Orogen
31.15,22.0628,-101.5141,Orogen
31.15,22.0635,-101.5139,Orogen
31.15,22.0622,-101.5113,Orogen
31.15,22.1205,-101.5925,Orogen
28.97,22.1203,-101.5924,Orogen
28.97,22.1155,-101.5922,Orogen
28.97,22.1235,-101.5557,Orogen
28.97,22.1203,-101.5924,Orogen
28.97,22.1415,-101.5657,Orogen
28.97,22.1136,-101.5346,Orogen
28.97,22.1112,-101.5528,Orogen
28.97,22.0942,-101.5844,Orogen
60.4,22.0331,-101.5204,Orogen
60.4,22.0339,-101.5203,Orogen
178.0,23.358753,-101.128806,Orogen
178.0,24.873596,-102.592853,Orogen
178.0,24.160037,-99.762569,Orogen
26.4,37.39507,-106.55122,Orogen
26.4,37.37229,-106.56744,Orogen
26.4,37.3778,-106.5657,Orogen
26.4,37.3845,-106.5465,Orogen
26.4,37.3851,-106.56629,Orogen
26.4,37.37865,-106.57536,Orogen
26.4,37.3879,-106.5735,Orogen
26.4,37.41556,-106.47938,Orogen
26.4,37.41817,-106.47567,Orogen
26.4,37.3505,-106.50267,Orogen
26.4,37.35391,-106.52386,Orogen
26.4,37.40517,-106.30583,Orogen
26.4,37.40267,-106.3284,Orogen
26.4,37.4009,-106.30451,Orogen
26.4,37.41478,-106.33153,Orogen
26.4,37.37428,-106.62424,Orogen
26.4,37.38926,-106.69889,Orogen
26.4,37.38917,-106.69751,Orogen
26.4,37.4165,-106.70983,Orogen
26.4,37.4278,-106.48197,Orogen
26.4,37.37116,-106.64262,Orogen
26.4,37.40986,-106.38153,Orogen
26.4,37.37592,-106.60976,Orogen
26.4,37.39782,-106.64988,Orogen
26.4,37.46337,-106.45359,Orogen
26.4,37.41687,-106.39299,Orogen
26.4,37.47058,-106.57774,Orogen
26.4,37.57151,-106.32456,Orogen
26.4,37.33311,-106.57798,Orogen
26.4,37.46889,-106.2533,Orogen
26.4,37.40162,-106.44555,Orogen
26.4,37.74713,-106.31577,Orogen
26.4,37.61981,-106.3453,Orogen
26.4,37.61439,-106.56319,Orogen
26.4,37.325333,-106.519273,Orogen
26.4,37.32916,-106.47264,Orogen
26.4,37.43151741,-106.5670001,Orogen
26.4,37.9699,-106.64965,Orogen
0.6,43.22,-116.3938,Extended Crust
0.6,43.2154,-116.3809,Extended Crust
0.6,43.2333,-116.3833,Extended Crust
0.6,43.2833,-116.5167,Extended Crust
0.6,43.3711,-116.542,Extended Crust
0.6,43.4833,-116.7167,Extended Crust
0.6,43.3167,-116.55,Extended Crust
0.6,43.3235,-116.3712,Extended Crust
0.6,43.2814,-116.2118,Extended Crust
0.6,43.1968,-116.0155,Extended Crust
0.6,43.3971,-116.5386,Extended Crust
0.6,43.2339,-116.1162,Extended Crust
0.6,43.4333,-116.4333,Extended Crust
0.6,43.3667,-116.3833,Extended Crust
0.6,43.4167,-116.5167,Extended Crust
0.6,43.2987,-116.5133,Extended Crust
0.6,43.3677,-116.5962,Extended Crust
0.6,43.2766,-116.5282,Extended Crust
0.6,43.5167,-116.0667,Orogen
0.6,43.2774,-116.1412,Extended Crust
0.6,43.2519,-116.1363,Extended Crust
0.6,43.1895,-116.2293,Extended Crust
0.6,43.2237,-116.0164,Extended Crust
0.6,43.1601,-116.0089,Extended Crust
0.58,33.37,-110.48,Extended Crust
0.58,33.37,-110.48,Extended Crust
0.58,33.37,-110.48,Extended Crust
366.8,57.71194,-135.0925,Orogen
366.8,57.71083,-135.08833,Orogen
366.8,57.71194,-135.0925,Orogen
366.8,57.709752,-135.086429,Orogen
366.8,57.704744,-135.156893,Orogen
366.8,57.697561,-135.154345,Orogen
366.8,57.717488,-135.197234,Orogen
366.8,57.703846,-135.156889,Orogen
366.8,57.697561,-135.154345,Orogen
366.8,57.720857,-135.196413,Orogen
366.8,57.71194,-135.0925,Orogen
366.8,57.70694,-135.09444,Orogen
366.8,57.696503,-135.086397,Orogen
366.8,57.704806,-135.0948,Orogen
366.8,57.680566,-135.076298,Orogen
132.5,79.41064,-90.76605,Extended Crust
132.5,79.771435,-94.762202,Extended Crust
132.5,79.747316,-93.981309,Extended Crust
494.0,50.3197,11.6981,Extended Crust
494.0,50.3197,11.6981,Extended Crust
494.0,50.1714,11.5533,Extended Crust
494.0,50.1714,11.5533,Extended Crust
494.0,50.1714,11.5533,Extended Crust
494.0,50.1714,11.5533,Extended Crust
494.0,50.1714,11.5533,Extended Crust
494.0,50.19,11.5664,Extended Crust
494.0,50.19,11.5664,Extended Crust
494.0,50.19,11.5664,Extended Crust
494.0,50.2997,11.275,Extended Crust
494.0,50.2997,11.275,Extended Crust
494.0,50.2997,11.275,Extended Crust
494.0,50.2997,11.275,Extended Crust
494.0,50.2997,11.275,Extended Crust
494.0,50.2492,11.5919,Extended Crust
494.0,50.2492,11.5919,Extended Crust
490.0,50.1936,11.5572,Extended Crust
490.0,50.1936,11.5572,Extended Crust
490.0,50.1936,11.5572,Extended Crust
536.0,50.2461,11.5778,Extended Crust
536.0,50.2461,11.5778,Extended Crust
477.0,50.1186,11.939,Extended Crust
495.0,50.1528,11.5744,Extended Crust
478.0,50.09,11.6106,Extended Crust
504.0,50.9577,14.8866,Extended Crust
504.0,50.9599,14.2879,Extended Crust
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
308.0,47.0,89.5,Orogen
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
289.0,51.0,13.0,Extended Crust
